Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country;City;Latitude;Longitude;Maintenance Circle Name;Site Type;Location ID;Additional Site Details;Status
EMTS NG;EMT-3595;EMT-3595;TBD;Ilorin;Ilorin;NO1. OLUKAYODE OLUKANMI LANE DADA ESTATE OSOGBO.OSUN STATE;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3601;EMT-3601;TBD;Ilorin;Ilorin;Back st.Peter A/C Grammar School.Omi-Okun.Area.Ile-Ife.Osun state.;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3602;EMT-3602;Accessible 24/7;Ilorin;Ilorin;No. 4 AKUI STREET. IREMO. ILE-IFE OSUN STATE;Nigeria;Ilorin;7.48596;4.55764;;;;;Enabled
EMTS NG;EMT-3603;EMT-3603;Accessible 24/7;Ilorin;Ilorin;Ife City Ikoyi Junction Ilesha Road. Osun State;Nigeria;Ilorin;7.51116;4.57738;;;;;Enabled
EMTS NG;EMT-3605;EMT-3605;Accessible 24/7;Ilorin;Ilorin;B 378 Fadahunsi Street. Brewries area. Ilesa. Osun State;Nigeria;Ilorin;7.62601;4.78111;;;;;Enabled
EMTS NG;EMT-3607;EMT-3607;TBD;Ilorin;Ilorin;No 52 Isokun Street Ilesa West.Osun State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3611;EMT-3611;TBD;Ilorin;Ilorin;OSUN STATE SECRETARIAT.OSOGBO.OSUN STATE;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3612;EMT-3612;Accessible 24/7;Ilorin;Ilorin;BOLORUNDURO ESTATE OTA EFUN .BEHIND POLICE STATION .OSHOGBO;Nigeria;Ilorin;7.82143;4.58789;;;;;Enabled
EMTS NG;EMT-3613;EMT-3613;TBD;Ilorin;Ilorin;Abayomi Street. Olunrunda Oke-Igboyi Area. Ilesha. Osun State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3945;EMT-3945;TBD;Ilorin;Ilorin;Akure Road. Ikere Ekiti. Ekiti State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3965;EMT-3965;TBD;Ibadan;Ibadan;Plot on Asiwaju Street, Liberty Estate, Ibafo;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3615;EMT-3615;;Ilorin;Ilorin;10 OLALEKAN OLADOKUN STREET, AARE, NEW BODIJA, IBADAN, OYO STATE;Nigeria;Ilorin;;;;;;;Enabled
EMTS NG;EMT-2040;EMT-2040;TBD;Aba;Aba;No 17,Arietalin Road,Ovom,Yenegoa.;Nigeria;YENAGOA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2041;EMT-2041;TBD;Port Hacourt;Port Hacourt;No 3, Bunas Street, Onopa,Yenagoa;Nigeria;YENAGOA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2042;EMT-2042;TBD;Aba;Aba;Plot of Land, Along Jimmy Ebi Str. Behind Renny's food, Amarata, Yenagoa;Nigeria;YENAGOA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2043;EMT-2043;TBD;Aba;Aba;Otiotio Road,Opposite Sam Carribean Hotel,Yenizuegena,Yenagoa;Nigeria;YENAGOA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2044;EMT-2044;TBD;Aba;Aba;No 3 Eka Street,D.S.P Alamieseigha House Road,Opolo, Yenagoa;Nigeria;YENAGOA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2045;EMT-2045;TBD;Calabar;Calabar;17 Udok Street,Off Udofua Street,Eket,Akwaibom State;Nigeria;EKET;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2046;EMT-2046;TBD;Calabar;Calabar;15, Edian street, Off Idua street, Eket, Akwa Ibom State.;Nigeria;EKET;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2047;EMT-2047;TBD;Calabar;Calabar;10 Usoi-Atai Close,Off faha Uquah Street, Eket,Akwaibom State.;Nigeria;Calabar;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2048;EMT-2048;TBD;Calabar;Calabar;23 Essien Ufot Street, Off Afa-Eket Road, Eket Akwa Ibom State;Nigeria;EKET;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2049;EMT-2049;TBD;Calabar;Calabar;No 59 Okposin Street, off Uqua Jamesr Road,Ikot Uso Ekong,Eket L.G.A,Akwa Ibom;Nigeria;EKET;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5600;EMT-5600;TBD;Ilorin;Ilorin;Along Community Grammar school road. Iluju. Ogbomosho;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2658;EMT-2658;TBD;Onitsha;Onitsha;Alohia village, Isulo, Orumba South LGA, Anambra State;Nigeria;ORUMBA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2050;EMT-2050;TBD;Calabar;Calabar;No 3 Ofung Atan Street, Awa Iman Village,Onna L.G.A,Akwa Ibom State;Nigeria;ONNA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2660;EMT-2660;TBD;Aba;Aba;ENYIOGUGU ABOR MBAISE IMO STATE;Nigeria;ABOH MBAISE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2051;EMT-2051;TBD;Calabar;Calabar;No 2A Nyong Okpo Street, Ikot-Abasi, Akwa Ibom State.;Nigeria;IKOT ABASI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2665;EMT-2665;TBD;Makurdi;Makurdi;Uchen Village, Km 11, Naka Road, Kyondu - Usha District, Makurdi L.G.A., Benue State.;Nigeria;MAKURDI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2052;EMT-2052;TBD;Calabar;Calabar;228, Ibekwe Road, Ikot Abasi LGA, Akwa Ibom.;Nigeria;Calabar;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2672;EMT-2672;TBD;Enugu;Enugu;Ezzangbo Junction, Ohaukwu LGA, Ebonyi State;Nigeria;OHAUKWU;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2053;EMT-2053;TBD;Calabar;Calabar;Behind Water Board, Ikot Ukpo Inua, Ibekwe, Ikot Abasi L.G.A Akwa Ibom State;Nigeria;Calabar;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3617;EMT-3617;TBD;Ilorin;Ilorin;VR. 18 IGBAYE.ILESHA.OSUN-STATE;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3621;EMT-3621;Accessible 24/7;Ilorin;Ilorin;0152 IKOSI ILESHA.OSUN-STATE;Nigeria;Ilorin;7.63344;4.73458;;;;;Enabled
EMTS NG;EMT-3622;EMT-3622;TBD;Ilorin;Ilorin;R1 Iloro Street off ilesha - Esa Oke raod. Ijebu IJesa Osun state;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4003;EMT-4003;TBD;Ibadan;Ibadan;38 ERUWON STREET ITA OGBONI BABALOLA'S COMPOUND.AKE-ABEOKUTA.OGUN STATE;Nigeria;Abeokuta;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2521;EMT-2521;TBD;Lokoja;Lokoja;Opposite Trailer park, Geregu - Mawb Road, By Ajaokuta Steel Mills, Kogi State;Nigeria;AJAOKUTA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2522;EMT-2522;TBD;Lokoja;Lokoja;1, Odo Afin Quaters, Kabba, Kogi State;Nigeria;KABBA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2523;EMT-2523;TBD;Lokoja;Lokoja;6, Oke Padi Street, Kabba Town, Kogi State;Nigeria;KABBA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4171;EMT-4171;TBD;Ilorin;Ilorin;SPACE BEHIND AYEGUN BABTIST CHURCH. AYEGUN. OGBOMOSHO;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4298;EMT-4298;TBD;Benin;Benin;Ani-Cocoa, Odozienu Ogbe-Ani Village, Akwukwu-Igbo,;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2524;EMT-2524;TBD;Lokoja;Lokoja;Abocho, Dekina LGA, Kogi State;Nigeria;ABOCHO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4345;EMT-4345;TBD;Benin;Benin;13. Idumu-Ogbele Quarters. Onicha-Ugbo. Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2525;EMT-2525;TBD;Enugu;Enugu;Kuroko Town, Beside BHC, Idakatapa, Adavi LGA, Okene, Kogi State;Nigeria;OKENE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4346;EMT-4346;TBD;Benin;Benin;Victoria s Plot. Odogunyan. Ikorodu Lagos;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2526;EMT-2526;TBD;Enugu;Enugu;Plot of land at Ukonvo Okengwe Okene Kogi;Nigeria;OKENE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3625;EMT-3625;TBD;Ilorin;Ilorin;Oloyan?s Palace. Oyan Osun State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2527;EMT-2527;TBD;Enugu;Enugu;Plot of land opposite AUD primary school Obeiba Ihima Kogi;Nigeria;IHIMA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2528;EMT-2528;TBD;Lokoja;Lokoja;Emewe Opada, Dekina LGA Kogi State;Nigeria;EMEWE OPADA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3632;EMT-3632;TBD;Ilorin;Ilorin;Osadep. Iwo. Oyo State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5604;EMT-5604;TBD;Ilorin;Ilorin;Old Oyo National Pack. Aking Kishi-Igbeti Rd;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2677;EMT-2677;TBD;Enugu;Enugu;Aguobuowa Afor- Ugwu, Ezeagu L.G.A Enugu State;Nigeria;EZEAGU;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2054;EMT-2054;TBD;Calabar;Calabar;4 Eket-Ikot Abasi Road, Ete, Ikot Abasi L.G.A Akwa Ibom State;Nigeria;OPOBO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3645;EMT-3645;Accessible 24/7;Ilorin;Ilorin;Total Filling Station. Opposite 9 Mobile Police Force. Off Ikirun Off Road. Oshogbo. Osun State.;Nigeria;Ilorin;7.7945;4.57333;;;;;Enabled
EMTS NG;EMT-2055;EMT-2055;TBD;Aba;Aba;5B Otu Ita Street, Oron, Akwa Ibom State;Nigeria;ORON;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2683;EMT-2683;TBD;Makurdi;Makurdi;Besides MTN site, Along market rd, Sai Dyom, Ukum LGA;Nigeria;UKUM;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5609;EMT-5609;TBD;Ilorin;Ilorin;Igbope. Ogbomosho-shaki rd;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2056;EMT-2056;TBD;Aba;Aba;Mainland Technical College, Oron Town, Akwa Ibom State.;Nigeria;ORON;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2688;EMT-2688;TBD;Aba;Aba;Along stadium road, Umugwu-Okpu Obikabia Isialangwa North, Abia State;Nigeria;OBIAKABI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-5610;EMT-5610;TBD;Ilorin;Ilorin;Km 9. Igboho-Sepeteri Road. Igboho .Oyo State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2057;EMT-2057;TBD;Aba;Aba;No 7 Eyotong Road Oron, Akwa Ibom State;Nigeria;ORON;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2690;EMT-2690;TBD;Onitsha;Onitsha;Umueze village, Isuofia Aguata L.G.A Anambra State;Nigeria;AGUATA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3646;EMT-3646;TBD;Ilorin;Ilorin;AYETORO STREET.OFF ELEMONA STREET.ILA ORANGUN.OSUN-STATE.;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2692;EMT-2692;TBD;Lokoja;Lokoja;Atsagba-Gboloko Bassa, Bassa LGA, Kogi State;Nigeria;BASSA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2058;EMT-2058;TBD;Calabar;Calabar;Udung Adatang,opposite Apostolic Church,Udung Uko,Oron;Nigeria;ORON;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2062;EMT-2062;TBD;Calabar;Calabar;Adalje Jaja's Cmpd. First African Church Road, Opobo Town Opobo/Nkoro L.G.A Rivers State.;Nigeria;Calabar;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2694;EMT-2694;TBD;Lokoja;Lokoja;LGEA school, Idodenge, Along Lokoja-Okene road, Kogi State;Nigeria;IDODENGE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2698;EMT-2698;TBD;Makurdi;Makurdi;Ochobo Village, Old Otukpo Road, Ohimini LGA,Benue State.;Nigeria;OHIMINI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2063;EMT-2063;TBD;Calabar;Calabar;Chief Donatus Compound,Ikot Osukpon, Essene Town, Ikot Abasi L.G.A Akwa Ibom State;Nigeria;IKOT ABASI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4386;EMT-4386;TBD;Makurdi;Makurdi;Olabisi Onabanjo University. Ago Iwoye. Ogun State;Nigeria;Ibadan;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2529;EMT-2529;TBD;Lokoja;Lokoja;Otun Quarters, Ayetoro ? Gbede, Along Kabba ? Ilorin Rd. Kogi State;Nigeria;AIYETORO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4518;EMT-4518;TBD;Benin;Benin;Nwazeapu Street. Asaba. Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2530;EMT-2530;TBD;Lokoja;Lokoja;21A ADOGO QUARTERS, ALONG AJAOKUTA - OKENE ROAD,  KOGI STATE;Nigeria;ADOGO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4523;EMT-4523;TBD;Benin;Benin;Old Anwai Road. Opp. Ibori Golf Course. Asaba . Oshimili South LGA. Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2531;EMT-2531;TBD;Lokoja;Lokoja;Around The Premises of Ajaokuta Steel Mill Complex, Kogi State;Nigeria;AJAOKUTA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4534;EMT-4534;TBD;Asaba;Asaba;30. Idemu-ede Quarters. Ubulu-Uku. Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2532;EMT-2532;TBD;Lokoja;Lokoja;Ajaokuta Steel Company. Ltd. Steel Territory, Kwara Estate,Area. Ajaokuta, Kogi State;Nigeria;AJAOKUTA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4535;EMT-4535;TBD;Benin;Benin;N0 6A AGEDI EHI ROAD. ADJACENT LOCAL GOVERNMENT.OGWASHIUKU.DELTA STATE.;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2533;EMT-2533;TBD;Enugu;Enugu;Aloko Oganenigu, Off Anyigba_Iyale Rd, Dekina, LGA, Kogi State.;Nigeria;ALOKO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4536;EMT-4536;TBD;Benin;Benin;6. Ugbeh Close. Off Iseke-High Street. Ibusa. Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2534;EMT-2534;TBD;Lokoja;Lokoja;Orokere Quarters, AMURO, Along Kabba-Ilorin road, Mopa/AMURO LGA.;Nigeria;AMURO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4537;EMT-4537;TBD;Benin;Benin;20 Leo Okogwu St.off DLA Rd.Asaba Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2535;EMT-2535;TBD;Enugu;Enugu;Kogi State Colllege of Education, Ankpa, Kogi State;Nigeria;ANKPA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4538;EMT-4538;TBD;Benin;Benin;ALONG BENIN ASABA EXPRESS WAY. DELTA STATE;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2536;EMT-2536;TBD;Enugu;Enugu;Transformer Junction, Ojede Ne layout Ankpa, Kogi State;Nigeria;ANKPA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4539;EMT-4539;TBD;Benin;Benin;22B. Okwubata Uuezei Qtrs. Asaba. Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2537;EMT-2537;TBD;Enugu;Enugu;Beside IDIH Muslem Praying Ground, Ogaji Rd, Ogaji, Ankpa LGA, Kogi State.;Nigeria;ANKPA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2538;EMT-2538;TBD;Enugu;Enugu;No 36, Ojogobi road Ankpa, Kogi State;Nigeria;ANKPA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4541;EMT-4541;TBD;Benin;Benin;Ogwudu Family Compound. Okpanam Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2539;EMT-2539;TBD;Enugu;Enugu;132, Post Office Rd., Ankpa LGA, Kogi State;Nigeria;ANKPA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-4542;EMT-4542;TBD;Benin;Benin;17 MONYEI STREET. CABLE POINT ASABA.DELTA STATE;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3886;EMT-3886;TBD;Benin;Benin;Behind Old CBN, Asaba, Delta State;Nigeria;Asaba;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3926;EMT-3926;TBD;Ilorin;Ilorin;MTN Site in Ilawe Ado-ekiti;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-3935;EMT-3935;TBD;Ilorin;Ilorin;106. Akinyele Plot. Ikeji Ile.  Osun State;Nigeria;Ilorin;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1875;EMT-1875;TBD;Port Hacourt;Port Hacourt;Didia's Compound Along Eke Market Road, Omuoji Egbeda Emohua LGA Rivers State;Nigeria;EMOHUA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1867;EMT-1867;TBD;Enugu;Enugu;Amuda Autunomous Community, Ezza North LGA Ebonyi State;Nigeria;AMUDA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1868;EMT-1868;TBD;Port Hacourt;Port Hacourt;Behind Melu Compound, Umukpo Ohoba, Ohaji/Egbema LGA,  Imo State;Nigeria;OHAJI-EGBEMA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1871;EMT-1871;TBD;Aba;Aba;IKOT OKPORA BIASE LGA, CROSS RIVER;Nigeria;BIASE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1876;EMT-1876;TBD;Port Hacourt;Port Hacourt;Inside Amafor Market, Amafor-Ohaji, Ohaji/Egbema LGA Imo State;Nigeria;AMAFOR OHAJI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1877;EMT-1877;TBD;Aba;Aba;Nbeke Okohia, along Anara-Umuahia Road, Isiala Mbano LGA, Imo State;Nigeria;ISIALA MBANO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1882;EMT-1882;TBD;Aba;Aba;Piece of land along Nzerem road Mbara Umuoma, Umuodu, Umukabia, Ehime Mbano LGA Imo State;Nigeria;EHIME MBANO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1883;EMT-1883;TBD;Calabar;Calabar;Opu Oku Town, Rivers State;Nigeria;OPU OKU;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1884;EMT-1884;TBD;Aba;Aba;Besides methodist primary sch. Obot Atan, along Ikot ekpene umuahia road;Nigeria;OBOT ATAN;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1886;EMT-1886;TBD;Calabar;Calabar;Ukem Ikot Nyong, Odukpani LGA, Cross River State.;Nigeria;ODUKPANI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1894;EMT-1894;TBD;Port Hacourt;Port Hacourt;Welcome to Gwara Community, Gwara Junction Khana LGA Rivers State;Nigeria;GWARA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1895;EMT-1895;TBD;Aba;Aba;Abuo Robber Primary School, Ohafia Abia State.;Nigeria;OHAFIA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1896;EMT-1896;TBD;Aba;Aba;PIECE OF LAND ALONG UZO MMIRI OWEOBU, OHAOBU, UKANAFUN L.G.A AKWA IBOM;Nigeria;OHAOBU;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1903;EMT-1903;TBD;Aba;Aba;2 Oshilepe, Umuagara   Izhia, Ohaukwu L.G.A, Ebonyi State;Nigeria;UMUAGARA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1904;EMT-1904;TBD;Aba;Aba;Okoro Ume's Land, Ezi ndi Eze, Ndi Okpor Village, Oso Edda, Afikpo South LGA,Ebonyi State;Nigeria;AFIKPO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1907;EMT-1907;TBD;Aba;Aba;Nweke's Family Land, By Power Ministry Church, Umuniko Isu, Onicha LGA, Ebonyi State;Nigeria;ONICHA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1911;EMT-1911;TBD;Aba;Aba;Off New Market, Uburu LGA, Ebonyi State;Nigeria;UBURU;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1918;EMT-1918;TBD;Makurdi;Makurdi;Igbekurrkor Along Okpoma Rd after Merry Knoll College, Yala LGA Ogoja, Cross River State;Nigeria;OGOJA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1923;EMT-1923;TBD;Makurdi;Makurdi;RANCH ROAD, UTUHU VILLAGE, BASHIRI SOUTH OBANLIKU LGA, CROSS RIVER;Nigeria;Makurdi;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1934;EMT-1934;TBD;Onitsha;Onitsha;Ukpor Market, Nnewi South L.G.A, Anambra- State;Nigeria;NNEWI;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1940;EMT-1940;TBD;Lokoja;Lokoja;ABBATOIR, ITOBE KOGI STATE;Nigeria;ITOBE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1955;EMT-1955;TBD;Onitsha;Onitsha;MTN site, off Orlu-Owerri road Njaba Imo State.;Nigeria;NJABA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1959;EMT-1959;TBD;Port Hacourt;Port Hacourt;AKEBO?S PLOT, EWULO EDE, ONELGA RIVER STATE;Nigeria;ONELGA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2023;EMT-2023;TBD;Port Hacourt;Port Hacourt;Along Ahoada- Abua Road, Opposite ministry of Agriculture, Ahoada East LGA, Rivers State;Nigeria;AHOADA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1982;EMT-1982;TBD;Calabar;Calabar;Assemblies of God Road, Nung, Nkana, Akwa Ibom State.;Nigeria;NKANA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1987;EMT-1987;TBD;Enugu;Enugu;Okpo town, Olamaboro LG, Kogi State;Nigeria;OLAMABORO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1991;EMT-1991;TBD;Onitsha;Onitsha;School Road Oko Aguata L.G.A Anambra State;Nigeria;AGUATA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-1993;EMT-1993;TBD;Aba;Aba;Umuehie Village, Ihube,Okigwe LGA, Imo State;Nigeria;OKIGWE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2025;EMT-2025;TBD;Port Hacourt;Port Hacourt;No 10 Odie Mereny Road, (Behind No 3 Ubie Street), Ahoada East L.G.A,Rivers State;Nigeria;AHOADA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2027;EMT-2027;TBD;Aba;Aba;No 20, Church Road, Ikot Ekpene, Akwa Ibom State;Nigeria;IKOT EKPENE;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2624;EMT-2624;TBD;Aba;Aba;KM 26 Abakaliki/Afikpo Road , Amudo   Ebonyi State;Nigeria;AMUDO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2627;EMT-2627;TBD;Makurdi;Makurdi;OPPOSITE NATIONAL COPPER?s LODGE, IYAHE, YALA L.G.A, CROSS RIVER STATE;Nigeria;Makurdi;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2633;EMT-2633;TBD;Makurdi;Makurdi;Ambiir Settlement Area, Along Gboko - Ihugh Road, Ushongo L.G.A., Benue State.;Nigeria;USHONGO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2643;EMT-2643;TBD;Aba;Aba;Amaraku Community, Imo state;Nigeria;AMARAKU;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2648;EMT-2648;TBD;Aba;Aba;Umuezeala road,Isinweke market,Amakohia Isinweke,Ihite/Uboma LGA,Imo State;Nigeria;AMAKOHIA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2653;EMT-2653;TBD;Aba;Aba;FREEMAN UJANTA?S LAND,UMUEZENDU, NDORO - OBORO, IKWUANO LOCAL GOVT. AREA, ABIA;Nigeria;IKWUANO;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2657;EMT-2657;TBD;Onitsha;Onitsha;Izombe Mkt Oguta L.G.A., Imo State;Nigeria;OGUTA;16.86491;47.986998;Cat. B;;;;Enabled
EMTS NG;EMT-2659;EMT-2659;TBD;Onitsha;Onitsha;Umunachi Osu-Ama, Isiala, Mbano, Imo State;Nigeria;MBANO;16.86491;47.986998;Cat. B;;;;Enabled
